@relation Vweek_noid_In_clustered

@attribute Instance_number numeric
@attribute in0 numeric
@attribute in1 numeric
@attribute in2 numeric
@attribute in3 numeric
@attribute in4 numeric
@attribute in5 numeric
@attribute in6 numeric
@attribute in7 numeric
@attribute in8 numeric
@attribute in9 numeric
@attribute in10 numeric
@attribute in11 numeric
@attribute in12 numeric
@attribute in13 numeric
@attribute in14 numeric
@attribute in15 numeric
@attribute in16 numeric
@attribute in17 numeric
@attribute in18 numeric
@attribute in19 numeric
@attribute in20 numeric
@attribute in21 numeric
@attribute in22 numeric
@attribute in23 numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5}

@data
118,0,0,0.30303,0,0,0,3.333333,9.393939,28.181818,15.454545,5.151515,4.545455,6.666667,6.363636,6.969697,7.272727,8.787879,11.212121,11.818182,9.090909,4.242424,2.121212,1.515152,1.818182,cluster2
119,0.239234,0,0.717703,0.239234,0,0.239234,0.478469,4.066986,21.052632,14.593301,3.110048,2.15311,3.827751,4.30622,2.870813,4.545455,4.066986,8.851675,6.698565,6.45933,4.545455,3.349282,3.588517,0.239234,cluster2
120,1.913876,0.239234,0.239234,0,0.239234,0,0.717703,3.349282,28.947368,9.808612,2.870813,2.631579,4.30622,5.263158,4.784689,3.827751,9.330144,19.617225,5.502392,3.349282,1.913876,1.913876,0.478469,0.956938,cluster2
121,0.30303,0.606061,0.30303,0,0,0.606061,0.606061,8.181818,19.69697,11.212121,3.333333,4.242424,3.030303,4.545455,3.939394,5.151515,7.272727,12.727273,4.545455,3.333333,4.545455,2.424242,0.30303,0,cluster2
122,0,0,0.413223,0,0.413223,0,0.413223,5.371901,3.719008,2.892562,1.239669,3.719008,6.198347,5.371901,3.305785,2.066116,0.826446,4.545455,3.305785,1.239669,1.239669,0.826446,0,0,cluster5
123,1.515152,0.30303,0.30303,0,0,0,1.212121,16.060606,15.151515,13.333333,1.818182,2.424242,5.454545,4.242424,1.818182,4.545455,5.454545,9.090909,11.515152,5.454545,4.545455,5.454545,2.424242,2.424242,cluster2
124,0,0,0,0,0,0,0.413223,1.652893,3.719008,4.958678,1.239669,0.413223,0,0.826446,2.066116,2.066116,1.652893,2.066116,2.479339,3.719008,0.826446,0.826446,0,0.413223,cluster5
125,0,0,0,0,0,0,0,0,0.606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
126,0,0,0,0.30303,0,0.30303,3.030303,9.69697,28.787879,20.30303,1.818182,0.606061,3.636364,1.515152,2.424242,4.848485,4.242424,6.969697,4.242424,1.212121,0.606061,0.30303,2.727273,0,cluster2
127,0,0,0,0,0,0,0,0.649351,0.974026,0.324675,1.948052,1.298701,3.896104,1.623377,1.298701,2.272727,1.948052,2.272727,4.87013,2.597403,1.298701,1.623377,0.974026,1.298701,cluster5
128,1.913876,0.478469,0.956938,0,0.239234,1.196172,5.502392,5.980861,16.028708,8.851675,6.937799,5.741627,5.023923,4.545455,5.023923,5.023923,7.177033,21.052632,18.181818,12.440191,9.090909,7.416268,4.066986,0.478469,cluster0
129,0,0,0,0.395257,0,1.581028,11.462451,16.007905,37.351779,25.296443,8.498024,7.905138,9.881423,7.70751,7.312253,5.533597,7.70751,21.343874,18.181818,10.079051,6.324111,3.754941,1.976285,0.592885,cluster3
130,1.612903,0.879765,0.439883,0.293255,0,1.759531,6.304985,8.211144,42.961877,30.498534,10.997067,7.478006,7.478006,7.917889,7.038123,10.26393,10.85044,25.073314,29.178886,18.768328,10.997067,8.357771,4.83871,3.812317,cluster3
131,0.413223,0,0,0,0,0.413223,0.413223,2.066116,13.636364,2.066116,1.239669,2.479339,2.892562,9.504132,2.479339,3.305785,3.719008,2.479339,4.132231,5.785124,1.239669,2.066116,0.413223,1.239669,cluster5
132,0.30303,0,0.30303,0,0,0.909091,0.909091,0.606061,0.606061,0.909091,1.212121,1.515152,1.212121,1.515152,1.515152,0.606061,3.030303,2.424242,2.424242,2.727273,0.606061,0.606061,0,0.30303,cluster5
133,1.336898,0.802139,0,0,0.26738,0,2.406417,1.871658,1.871658,3.743316,2.139037,1.604278,5.614973,4.010695,3.208556,3.475936,3.743316,3.208556,4.010695,4.010695,3.208556,2.406417,1.069519,0.802139,cluster5
134,1.212121,0.606061,0,0.606061,0.909091,0.30303,5.757576,19.393939,51.515152,19.69697,14.545455,10,17.272727,12.424242,16.666667,14.242424,13.636364,22.121212,20.909091,7.575758,10,5.757576,4.848485,1.212121,cluster3
135,0,0,0,0,0,0.699301,0.582751,0.815851,10.37296,6.876457,3.030303,3.496503,3.846154,3.613054,2.913753,6.060606,3.729604,5.827506,2.214452,0.4662,0.11655,0.11655,0.11655,0,cluster5
136,1.435407,0.478469,0.239234,0.478469,0,0.478469,3.588517,12.440191,22.009569,16.267943,4.545455,1.913876,4.066986,6.220096,4.545455,4.545455,11.004785,18.181818,16.267943,7.894737,6.698565,1.913876,1.435407,1.196172,cluster2
137,0.239234,0,0.478469,0,0,1.435407,3.827751,5.023923,5.980861,3.588517,3.588517,4.30622,4.066986,3.588517,3.827751,5.023923,9.090909,12.440191,10.047847,6.698565,4.545455,2.15311,2.392344,1.196172,cluster2
138,1.948052,0.974026,2.597403,1.623377,0.324675,1.298701,6.493506,10.38961,25.649351,8.766234,7.467532,9.415584,9.415584,9.090909,8.116883,8.766234,12.662338,25.974026,29.220779,18.506494,19.155844,15.584416,14.285714,7.467532,cluster0
139,0.30303,1.212121,0,0.30303,0,0,0.30303,0.606061,6.666667,2.727273,2.424242,1.515152,1.818182,4.848485,1.515152,2.424242,3.333333,3.333333,8.181818,5.757576,7.878788,3.333333,0.606061,0.606061,cluster5
140,3.030303,0.909091,0.606061,0.30303,0,0.909091,2.424242,6.060606,12.121212,9.090909,5.454545,6.969697,9.090909,7.575758,7.878788,7.272727,12.121212,25.757576,28.787879,16.060606,13.636364,13.636364,10.606061,6.060606,cluster0
141,1.196172,0.239234,0.478469,0.239234,0,0.717703,3.110048,2.15311,8.851675,2.870813,2.392344,3.349282,3.827751,3.827751,2.15311,4.784689,5.023923,8.133971,11.722488,11.961722,8.373206,6.45933,4.30622,2.15311,cluster0
142,2.15311,0.239234,0.239234,0.239234,0,2.392344,0.956938,5.502392,12.200957,7.177033,6.937799,4.066986,7.894737,8.373206,6.45933,8.61244,8.61244,23.684211,24.880383,24.880383,16.985646,7.416268,6.45933,3.588517,cluster0
143,0,0,0.239234,0,0,1.674641,0,0,0.956938,0.478469,0.478469,0.239234,0.717703,0,0.717703,0,0,0.239234,0,0,0,0.239234,0,0,cluster5
144,0.30303,0.30303,0,0,0,0.606061,0.606061,1.818182,3.333333,4.545455,3.636364,4.242424,4.848485,4.848485,4.545455,2.727273,2.424242,4.242424,6.363636,3.333333,3.939394,3.939394,1.212121,0.909091,cluster5
145,0,0,0,0.30303,0,0,0,0,0,0.30303,0.606061,0.30303,0,0.30303,0.606061,0.606061,0.606061,0,0.30303,0,0,0,0,0,cluster4
146,0.757576,0.757576,0,0.505051,0,0.505051,1.515152,7.070707,15.151515,19.444444,11.616162,5.555556,8.585859,8.838384,7.070707,9.343434,11.616162,18.434343,19.949495,16.161616,7.323232,3.535354,4.040404,1.767677,cluster3
147,0.909091,0.30303,0.30303,0,0,0,0,2.727273,3.030303,3.030303,1.818182,2.424242,3.030303,2.424242,3.636364,4.545455,7.575758,20.606061,17.575758,15.151515,9.090909,3.939394,7.272727,2.424242,cluster0
148,0,0,0,0,0,0,0,0,0,0.606061,0,0.30303,0.606061,0.30303,0.606061,0.606061,1.515152,0,0,0.909091,0,0.30303,0.30303,0.30303,cluster4
149,0.826446,0.413223,0,0,0,0,0,0.413223,4.958678,1.239669,2.066116,0.826446,0,0.826446,0,2.892562,2.479339,9.917355,5.785124,4.958678,2.892562,2.479339,0.826446,0.413223,cluster5
150,0,0,0,0,0,0,0,0.413223,0.826446,0.826446,1.239669,0.413223,1.652893,2.892562,1.239669,0.413223,1.239669,5.371901,0.826446,3.305785,0.826446,1.239669,1.239669,1.652893,cluster5
151,0.30303,0,0,0,0,0,0.30303,1.818182,2.727273,1.212121,1.212121,1.212121,1.212121,0.30303,0.909091,1.515152,3.636364,6.060606,8.787879,3.939394,1.212121,1.818182,1.515152,0.30303,cluster5
152,1.435407,0.956938,0.478469,0.239234,0.478469,0.239234,2.15311,4.30622,15.789474,20.334928,4.545455,3.827751,6.937799,9.569378,6.45933,8.373206,11.004785,11.483254,15.550239,8.133971,6.937799,4.30622,1.674641,1.435407,cluster3
153,0,0.413223,0.413223,0.413223,0,0,0.826446,0.413223,1.239669,1.239669,2.066116,5.371901,2.892562,2.479339,2.479339,1.239669,1.239669,2.479339,1.652893,3.305785,1.239669,0.413223,1.239669,1.239669,cluster5
154,0.826446,0.413223,0,0,0,0,0,0,3.305785,0.826446,0.413223,1.239669,0,1.239669,0.413223,0.826446,0.826446,0.413223,1.652893,0.826446,0.826446,0.826446,0,0.826446,cluster4
155,1.818182,0.606061,0,0.606061,0.30303,0.30303,0.606061,8.484848,12.424242,9.090909,4.545455,4.545455,3.333333,5.757576,5.151515,6.363636,8.787879,16.060606,17.272727,12.424242,9.393939,9.393939,5.454545,4.545455,cluster0
156,0.717703,0,0,0,0,0,0.239234,3.349282,11.961722,4.066986,2.870813,4.30622,2.631579,1.674641,2.631579,2.392344,2.870813,6.937799,8.373206,5.741627,2.392344,2.631579,0.717703,0.717703,cluster5
157,0,0,0,0,0,1.212121,3.939394,5.151515,3.030303,3.636364,1.515152,1.818182,2.424242,1.212121,1.818182,0.909091,2.121212,1.515152,2.424242,0.606061,0.30303,0.30303,0,0,cluster5
158,0.239234,0.239234,0,0,0,0,1.435407,3.827751,12.91866,7.416268,0.956938,2.392344,5.263158,1.913876,1.913876,0.478469,1.196172,3.349282,4.545455,4.066986,1.435407,0.717703,1.435407,0.717703,cluster5
159,0.454545,0,0,0,0,0,0,0.454545,0.454545,0.909091,3.636364,3.181818,2.272727,1.818182,1.363636,5.454545,3.636364,1.363636,3.636364,1.363636,2.272727,1.818182,0.909091,0,cluster5
160,0,0,0,0,0,0,0,1.212121,1.818182,0.909091,0.606061,2.727273,1.515152,1.818182,0.606061,0,2.121212,1.818182,2.727273,0.606061,1.515152,2.121212,0,0.30303,cluster5
161,0,0,0,0,0,0,0,0.826446,5.785124,7.438017,2.479339,6.404959,8.057851,12.809917,7.85124,9.504132,10.950413,19.628099,7.231405,3.512397,1.859504,0.619835,0.413223,0,cluster2
162,0,0,0,0,0,0,1.363636,1.590909,7.5,5.909091,4.318182,4.772727,9.318182,6.136364,10.454545,23.409091,10.681818,10.909091,6.590909,1.590909,2.954545,1.136364,0,0,cluster2
163,0,0,0,0,0,0.30303,0,0.30303,0.606061,0.30303,0,0.606061,0.30303,1.818182,3.636364,1.515152,3.939394,4.848485,3.333333,2.121212,0.606061,0.30303,0.606061,0,cluster5
164,0.717703,0,0,0.239234,0.239234,0.478469,1.913876,6.45933,20.574163,19.856459,3.349282,5.741627,8.61244,11.722488,4.784689,4.066986,6.698565,10.526316,6.937799,4.066986,0.717703,0.717703,1.196172,0.239234,cluster2
165,1.652893,0.413223,0.413223,0,0,0,0,2.066116,6.198347,10.743802,2.479339,0.826446,1.652893,1.239669,0.413223,1.239669,6.198347,2.066116,6.198347,3.305785,1.652893,2.892562,1.239669,0.413223,cluster5
166,1.515152,0.606061,0,0,0,0,0,4.242424,6.666667,3.636364,0.909091,2.121212,6.363636,3.030303,3.030303,2.727273,3.939394,9.393939,19.69697,5.454545,4.242424,6.666667,1.515152,1.212121,cluster5
167,0.826446,0.413223,0,0,0,0,0,1.652893,6.61157,4.545455,4.132231,0.413223,0.413223,1.652893,2.479339,1.652893,4.545455,3.305785,4.545455,2.066116,1.652893,3.305785,0.413223,0.413223,cluster5
168,0,0,0,0,0,0,0.413223,0.413223,0.826446,0.413223,0,0,0,0,0,0,0.413223,1.239669,0.413223,0.826446,0,0,0,0,cluster4
169,0,0,0,0,0,0.239234,0,3.588517,5.980861,5.263158,0.478469,2.392344,1.913876,1.674641,2.392344,1.913876,4.066986,4.066986,3.110048,1.196172,1.196172,0.478469,0,0,cluster5
170,1.239669,0,1.239669,0.413223,0,0,0.413223,0.413223,1.652893,4.545455,1.239669,2.066116,2.479339,2.892562,1.652893,2.892562,1.239669,4.545455,2.479339,1.652893,3.719008,0.826446,0.413223,1.652893,cluster5
171,0,0,0,0,0,0,0,2.173913,0.790514,0.988142,0.988142,2.766798,2.56917,3.754941,7.70751,8.300395,7.312253,8.498024,3.952569,1.778656,2.766798,0.988142,0.197628,0,cluster5
172,0,0,0,0,0,0,0,3.030303,2.424242,0.30303,0,0,0.606061,0.909091,0,0.606061,1.212121,1.515152,0,0,0,0.30303,0,0,cluster4
173,0.413223,0,0,0,0,0.413223,0.413223,1.239669,2.066116,2.066116,1.652893,2.892562,0,2.066116,2.479339,1.652893,2.892562,2.479339,1.239669,2.066116,0.413223,0,0.826446,0.413223,cluster5
174,0,0,1.239669,0.413223,0,0,0,1.239669,1.652893,2.892562,0.826446,2.066116,2.066116,4.958678,0.826446,2.892562,2.066116,6.198347,6.61157,2.892562,2.892562,1.239669,1.652893,1.239669,cluster5
175,0.413223,0,0,0,0,0,0,0,2.066116,2.479339,0.826446,0.413223,6.198347,1.239669,1.239669,0.413223,0.826446,7.85124,3.719008,0.826446,0,0,0.826446,0,cluster5
176,0.478469,0,0.239234,0,0,0.239234,0,1.913876,2.870813,1.674641,1.913876,2.15311,1.196172,0.717703,0.956938,2.15311,2.15311,2.392344,3.349282,3.588517,6.937799,3.588517,1.674641,1.196172,cluster5
177,0.956938,0.478469,0,0,0,0.239234,6.937799,10.76555,28.229665,16.028708,4.066986,3.349282,5.023923,7.416268,5.980861,3.827751,2.870813,10.76555,9.090909,9.090909,4.545455,1.435407,0.478469,1.674641,cluster2
178,1.674641,0.478469,0.478469,0,0,0,1.913876,4.784689,20.095694,16.507177,5.980861,7.655502,5.023923,5.263158,4.784689,4.066986,3.349282,7.416268,15.311005,9.330144,8.851675,4.30622,4.784689,3.110048,cluster0
179,0.252525,0,0,0,0,0.252525,4.040404,5.30303,33.333333,24.747475,7.575758,3.787879,9.090909,6.818182,7.828283,4.79798,4.040404,11.616162,6.818182,5.050505,4.292929,2.020202,1.010101,1.010101,cluster2
180,0,0,0.197628,0,0,0.395257,0.790514,3.359684,30.83004,23.320158,4.545455,5.335968,5.731225,4.940711,5.335968,4.940711,6.126482,6.916996,3.359684,3.952569,2.766798,1.581028,1.581028,0.395257,cluster2
181,0,0,0,0,0,0,0,0,1.196172,2.631579,0.717703,0.717703,2.15311,0.717703,1.913876,1.913876,1.196172,0,0.478469,0.239234,0.717703,0,0,0,cluster4
182,0,0,0,0,0,0,0,0,5.454545,11.212121,1.212121,0.909091,0.606061,2.727273,0.30303,0.909091,2.424242,0.909091,0.606061,2.121212,0.30303,0.30303,0,0,cluster5
183,0,0,0,0,0,0,0.30303,3.939394,1.818182,3.939394,0.909091,2.424242,2.121212,0.909091,0.909091,2.121212,1.818182,1.515152,2.121212,0.909091,0.30303,0.606061,0,0.30303,cluster5
184,0,0,0,0,0,0,0,0.30303,0.909091,6.363636,0.606061,0.909091,0.909091,1.212121,1.515152,3.030303,0.909091,4.545455,5.757576,1.212121,0.606061,0.909091,0,0.606061,cluster5
185,0.956938,0.478469,0,0,0.239234,1.435407,6.220096,16.985646,38.516746,16.507177,4.545455,6.698565,6.937799,8.61244,6.698565,7.177033,8.851675,6.937799,11.004785,6.698565,4.066986,3.588517,1.913876,3.349282,cluster2
186,0,0,0,0,0,0,0,0,2.727273,4.545455,2.121212,0.909091,0.606061,0.606061,0.606061,0.606061,1.212121,2.424242,1.212121,0,0.30303,0,0.30303,0,cluster4
187,0,0,0,0,0,0,0,0,1.604278,0.26738,0,0.26738,0.26738,0.26738,0.802139,0,0.534759,1.069519,1.069519,1.336898,0,0,0,0,cluster4
188,0.478469,0,0,0,0,0,0,0.478469,3.827751,3.349282,2.392344,0.239234,0.478469,1.913876,1.196172,1.435407,1.196172,4.066986,1.913876,1.913876,2.15311,0.717703,0,0.478469,cluster5
189,0,0,0.478469,0,0,0,0,0.239234,6.220096,9.569378,1.435407,0.717703,0.717703,1.674641,2.392344,3.827751,3.349282,8.373206,5.263158,1.674641,1.674641,0.478469,0.478469,0.478469,cluster5
190,0.606061,0.30303,0.30303,0,0,2.424242,2.424242,12.424242,50,18.181818,11.818182,10.606061,7.575758,8.787879,7.272727,10.30303,9.393939,13.333333,15.757576,9.393939,5.151515,6.363636,2.727273,1.212121,cluster3
191,0.30303,0,0,0.30303,0,0.30303,2.727273,9.393939,31.212121,15.757576,2.727273,6.060606,13.333333,11.515152,6.060606,9.69697,6.666667,12.424242,13.939394,11.515152,5.151515,4.242424,3.939394,0.909091,cluster2
192,3.030303,0.909091,0.606061,0,0,0.30303,7.575758,13.636364,26.969697,24.848485,17.272727,14.545455,19.69697,15.757576,17.878788,13.939394,13.939394,30.606061,28.787879,15.757576,15.454545,12.121212,8.181818,5.757576,cluster1
193,0,1.652893,0,0,0,0,1.239669,0.413223,0,0.826446,0.826446,0,0.413223,1.239669,1.239669,2.892562,0.826446,1.239669,1.652893,0,2.066116,0.826446,2.479339,0.826446,cluster5
194,0,0,0.413223,0,0,0,0,0,1.652893,0,4.958678,0.826446,0.826446,1.652893,2.892562,2.479339,3.305785,4.132231,2.066116,3.305785,1.239669,2.066116,2.066116,1.239669,cluster5
195,0.413223,0,0.413223,0,0,0,0,0,0.413223,0.826446,0.413223,0.413223,0.413223,0.826446,1.652893,6.198347,4.132231,8.264463,3.305785,0.826446,1.652893,0.826446,2.892562,0.826446,cluster5
196,0.363636,0,0,0,0,0.363636,0.363636,1.272727,5.090909,2.363636,4.727273,9.090909,12.363636,11.272727,14.181818,14.545455,14.363636,10.909091,5.636364,3.090909,1.636364,1.454545,2.181818,2,cluster2
197,0,0,0,0,0,0,0.606061,3.030303,37.272727,16.666667,1.818182,1.212121,2.424242,0.909091,2.424242,1.515152,1.212121,4.848485,4.242424,3.939394,1.212121,0.30303,0.30303,0,cluster2
198,2.15311,0.956938,0.478469,0.717703,0.239234,0.239234,0,2.870813,13.636364,12.440191,2.392344,4.066986,10.047847,6.220096,7.894737,6.698565,8.61244,19.37799,25.598086,21.5311,11.004785,7.655502,6.45933,1.196172,cluster0
199,0,0,0,0,0,0,0.606061,0.606061,4.848485,6.969697,0.606061,1.515152,0.909091,0.909091,1.212121,1.818182,3.030303,7.272727,3.636364,3.030303,2.424242,2.727273,0.606061,0,cluster5
200,0,0,0,0,0,0,0,0.30303,0,1.212121,0.30303,0.909091,0.909091,0.606061,1.515152,0.909091,0.30303,1.212121,2.424242,1.212121,0.909091,0.30303,0,0,cluster4
201,2.066116,1.033058,0.206612,0,0,0,1.859504,7.85124,19.421488,11.363636,3.512397,2.68595,3.719008,2.892562,5.371901,4.132231,3.719008,8.884298,7.024793,3.099174,5.578512,3.92562,3.305785,3.305785,cluster2
202,0.606061,0,0,0,0,0,0,0,0,0.606061,0.30303,0.30303,0.30303,0.30303,0.30303,0.30303,0.909091,0.606061,0.909091,1.818182,1.515152,0.30303,0.606061,0.30303,cluster4
203,0,0,0,0,0,0,0,0.909091,0,0.454545,0,0,0,0,0.454545,0,0.454545,0,1.818182,0.454545,0.909091,0.909091,0,0,cluster4
204,0.606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606061,2.424242,2.727273,2.727273,0.606061,1.212121,0.606061,0.909091,0,cluster4
205,1.581028,1.383399,1.581028,1.383399,0.197628,0.197628,0.395257,3.557312,10.671937,4.940711,2.56917,2.56917,4.940711,6.126482,4.545455,8.102767,5.533597,14.624506,22.332016,14.031621,14.031621,6.916996,5.731225,2.964427,cluster0
206,0.30303,0.909091,0,0,0,0.606061,0.30303,0.909091,0.606061,0.606061,0.30303,0.606061,0,0.606061,0,0.30303,0.606061,2.424242,1.515152,1.818182,0.30303,0.606061,0.909091,0,cluster4
207,0,0,0,0,0,0,0,0.239234,1.196172,0,0,0.239234,0.717703,0.956938,0.239234,0.478469,1.435407,0.239234,1.435407,1.196172,1.435407,0.956938,0.956938,0.956938,cluster4
208,1.435407,0.956938,0,0.239234,0,0,0,2.631579,1.913876,0.956938,0.956938,1.435407,1.196172,0,0.717703,0.478469,2.870813,1.913876,2.392344,1.196172,1.196172,1.435407,0.478469,1.196172,cluster5
209,0.478469,0.239234,0,0,0,0.239234,0.717703,1.913876,3.110048,2.15311,0.478469,0.478469,2.15311,1.196172,0.717703,0.956938,0.478469,4.545455,3.827751,0.956938,0.717703,0.239234,0.478469,0.717703,cluster5
210,0.413223,0,0,0,0,0,0,0,0,0,0,0,0,0.413223,0,0,0,0.826446,0.826446,1.652893,0.413223,0.413223,0,1.239669,cluster4
211,0,0,0,0,0,0,0,0,0.413223,3.305785,0.413223,0.413223,0,0.826446,0,1.652893,1.239669,0.826446,0.413223,0,0,0,0.413223,0,cluster4
212,0,0,0,0,0,0,0,0,0,0.413223,0,0,0.413223,0,0,0,0,0.413223,0,0,0.413223,0,0.413223,0,cluster4
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454545,0.454545,0.454545,0,0,0,0,0,0,0,0,cluster4
214,0,0,0,0,0,0,0,0,0,1.818182,0.30303,0.30303,0,0.606061,1.818182,1.515152,0.606061,0.30303,2.121212,1.212121,0,0,0,0.30303,cluster4
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
216,0,0,0,0,0,0,0,0.30303,0,0,0,0,0.606061,0.30303,0,0,0,0,0.606061,0.30303,0,0,0.606061,0.30303,cluster4
217,1.196172,0.478469,0,0,0.239234,0,0,3.349282,3.827751,4.30622,5.741627,4.066986,7.655502,4.066986,3.827751,5.263158,11.483254,13.397129,10.526316,5.023923,4.30622,5.023923,1.674641,2.15311,cluster2
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413223,0,0,cluster4
219,0.790514,0,0,0.395257,0,0.197628,0.197628,1.976285,1.778656,1.383399,1.778656,1.185771,1.976285,1.581028,1.976285,2.173913,1.185771,5.533597,4.545455,2.766798,2.964427,1.778656,0.197628,0.395257,cluster5
220,0.717703,1.196172,0.478469,0.717703,0.478469,0,2.631579,7.177033,24.162679,26.794258,13.157895,5.263158,17.464115,10.526316,9.808612,8.61244,8.133971,27.272727,19.138756,12.91866,9.569378,5.502392,3.349282,4.545455,cluster3
221,2.121212,0.30303,0.606061,0.30303,0.30303,0.606061,3.636364,6.060606,16.060606,14.242424,10.30303,8.181818,9.393939,10.606061,8.484848,9.090909,8.181818,12.121212,20.30303,13.636364,12.121212,5.151515,7.878788,2.727273,cluster0
222,2.892562,0.826446,0.826446,0.826446,0,0,3.305785,4.132231,11.157025,9.090909,2.479339,10.330579,10.330579,6.61157,5.785124,16.115702,10.330579,24.380165,21.900826,13.22314,10.330579,10.743802,5.371901,3.719008,cluster0
223,1.515152,1.515152,0.606061,0,0,0,0.606061,1.818182,6.363636,3.939394,3.333333,3.939394,4.848485,4.545455,4.848485,6.060606,4.545455,10,21.515152,16.363636,7.575758,9.393939,7.878788,6.969697,cluster0
224,1.652893,0,0.413223,0,0,0,0.826446,4.132231,8.677686,4.958678,2.066116,3.719008,4.545455,1.652893,4.958678,3.719008,8.677686,19.421488,15.289256,12.809917,7.85124,6.61157,4.545455,6.61157,cluster0
225,1.818182,1.818182,1.212121,0.909091,0.30303,0.30303,0.606061,2.727273,15.454545,7.878788,10.30303,2.727273,11.212121,6.666667,8.181818,9.393939,13.333333,42.121212,32.424242,15.151515,10.606061,11.212121,10.30303,5.757576,cluster0
226,0,0,0,0,0,0,0,0,0,0,0,0,0.324675,0.649351,0,0.974026,0,0.649351,0,0.324675,0,0.324675,0,0,cluster4
227,1.010101,0.757576,0.757576,0.505051,0,0,0,0.757576,1.010101,0.252525,0.252525,0.757576,2.272727,2.525253,3.282828,3.030303,5.30303,7.575758,13.636364,9.343434,4.545455,2.272727,1.515152,1.767677,cluster5
228,0,0.606061,0,0,0,0,0,0,0.606061,1.212121,0.30303,0,0,0.30303,0,0.30303,0.606061,1.515152,5.454545,1.818182,0.606061,0.909091,1.212121,0.606061,cluster4
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
230,0,0,0,0,0,0,0,0,0.413223,4.958678,2.892562,0.413223,0,0.413223,0,1.652893,1.652893,0.413223,0,0,0.413223,0.413223,0,0.413223,cluster4
231,0,0,0,0,0,0,0,0,0,0,0.413223,0.826446,0.413223,0.413223,0,0.413223,0.413223,0,0,0,0,0,0,0,cluster4
232,1.515152,0,0.30303,0,0,0,0.30303,2.424242,1.515152,1.515152,0.606061,1.212121,1.818182,2.121212,1.212121,1.515152,2.727273,6.969697,6.666667,2.727273,3.030303,3.939394,3.333333,2.121212,cluster5
233,1.239669,0.413223,1.859504,0.206612,0.206612,0.206612,2.272727,10.123967,14.669421,8.264463,5.371901,4.132231,7.644628,3.305785,4.132231,4.338843,14.049587,28.719008,21.280992,16.942149,8.471074,9.917355,4.545455,4.338843,cluster0
234,0,0,0,0,0,0,0,0,0,0.413223,0.413223,0,0,0.413223,2.066116,0.413223,0.826446,0.413223,0,0,0,0,0,0,cluster4
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30303,1.212121,0.30303,0.606061,0.30303,0,0,0,0,0,0,cluster4
236,0,0,0,0,0,0,0,1.652893,0.413223,3.305785,0,1.239669,0.826446,1.239669,0,3.305785,1.652893,1.652893,2.892562,2.066116,2.479339,4.132231,2.479339,1.652893,cluster5
237,0,0.413223,0,0.413223,0,0,0,0.413223,0,0,0.413223,0,0,0,0.826446,0,0,0,1.652893,1.652893,0.413223,0.826446,0,0,cluster4
238,0.30303,0.606061,0,0,0,0,3.030303,7.272727,21.212121,13.636364,9.090909,2.727273,8.484848,7.272727,7.272727,12.727273,9.090909,11.212121,15.151515,9.69697,7.878788,3.030303,1.818182,1.515152,cluster2
239,0,0,0,2.597403,0,0,0.324675,10.38961,17.207792,12.987013,7.142857,7.142857,13.636364,8.441558,11.038961,6.168831,9.090909,14.61039,16.558442,6.493506,5.194805,1.298701,0.649351,1.298701,cluster2
240,0.606061,0.606061,0.909091,0,0,0,0.30303,3.333333,8.787879,3.939394,2.727273,3.939394,4.242424,4.848485,4.848485,3.333333,5.151515,15.757576,19.393939,13.030303,13.636364,9.69697,5.151515,4.848485,cluster0
241,0.478469,0,0.478469,0,0,0.717703,0,1.435407,6.698565,2.631579,2.870813,0.717703,1.674641,0.956938,1.196172,0.717703,0.478469,3.588517,4.066986,2.15311,3.588517,2.392344,0.717703,1.913876,cluster5
242,0.505051,0.841751,0.673401,0.3367,0,0.16835,1.346801,5.218855,17.003367,12.289562,6.902357,3.030303,6.734007,6.565657,4.882155,4.208754,6.397306,10.606061,4.377104,2.356902,2.020202,1.010101,1.010101,0.16835,cluster2
243,0,0,0,0,0,0.181818,1.272727,3.272727,22.727273,18,2.727273,2.727273,3.272727,3.454545,4.909091,3.272727,3.636364,7.454545,3.090909,1.090909,0.727273,0.363636,0.181818,0,cluster2
244,0,0,0.30303,0,0,0,0.30303,2.727273,13.030303,13.333333,0.909091,1.515152,2.424242,3.636364,1.212121,1.818182,3.636364,6.363636,2.727273,1.515152,0.30303,0,0.606061,0,cluster5
245,0,0,0,0,0,0,0,0,1.212121,0.30303,0,0.30303,0,0.30303,0,0,0.30303,0.909091,1.515152,1.515152,1.515152,0.909091,0,0,cluster4
246,0,1.136364,0,0,0,0,0,1.893939,0,0.378788,1.136364,0.757576,1.136364,0.757576,0.378788,0.757576,1.515152,0,1.893939,0.378788,0.757576,0.378788,0.378788,0,cluster4
